contract,bug_type,line
buggy_13.sol,Overflow-Underflow,205
buggy_18.sol,Unchecked-Send,63
buggy_18.sol,Overflow-Underflow,153
buggy_9.sol,Overflow-Underflow,282
buggy_42.sol,Overflow-Underflow,188
buggy_1.sol,Timestamp-Dependency,133
buggy_26.sol,TOD,133
buggy_16.sol,Timestamp-Dependency,52
buggy_43.sol,Timestamp-Dependency,327
buggy_30.sol,tx.origin,778
buggy_8.sol,TOD,687
buggy_29.sol,TOD,389
buggy_48.sol,Re-entrancy,394
buggy_20.sol,tx.origin,382
buggy_38.sol,tx.origin,131
buggy_16.sol,Overflow-Underflow,95
buggy_18.sol,Timestamp-Dependency,608
buggy_13.sol,Unhandled-Exceptions,65
buggy_35.sol,Re-entrancy,166
buggy_24.sol,Overflow-Underflow,366
buggy_22.sol,tx.origin,95
buggy_34.sol,Re-entrancy,503
buggy_4.sol,Re-entrancy,76
buggy_39.sol,Overflow-Underflow,92
buggy_16.sol,Timestamp-Dependency,95
buggy_30.sol,Re-entrancy,713
buggy_39.sol,Unhandled-Exceptions,92
buggy_27.sol,Unchecked-Send,342
buggy_9.sol,Unhandled-Exceptions,101
buggy_3.sol,Unchecked-Send,11
buggy_28.sol,Overflow-Underflow,79
buggy_35.sol,Overflow-Underflow,349
buggy_37.sol,Unhandled-Exceptions,69
buggy_48.sol,Unchecked-Send,124
buggy_33.sol,Unchecked-Send,160
buggy_47.sol,Overflow-Underflow,373
buggy_15.sol,tx.origin,59
buggy_19.sol,Re-entrancy,190
buggy_11.sol,Unchecked-Send,50
buggy_44.sol,Unchecked-Send,19
buggy_7.sol,Timestamp-Dependency,304
buggy_21.sol,Unhandled-Exceptions,66
buggy_32.sol,Unhandled-Exceptions,221
buggy_2.sol,Timestamp-Dependency,91
buggy_5.sol,Unhandled-Exceptions,69
buggy_35.sol,Re-entrancy,472
buggy_33.sol,Overflow-Underflow,106
buggy_44.sol,tx.origin,270
buggy_31.sol,Unchecked-Send,211
buggy_24.sol,Overflow-Underflow,566
buggy_30.sol,Overflow-Underflow,472
buggy_27.sol,Re-entrancy,637
buggy_27.sol,Overflow-Underflow,267
buggy_40.sol,Unchecked-Send,470
buggy_36.sol,Re-entrancy,503
buggy_16.sol,Unhandled-Exceptions,401
buggy_34.sol,TOD,697
buggy_47.sol,TOD,196
buggy_36.sol,tx.origin,95
buggy_6.sol,Overflow-Underflow,68
buggy_17.sol,Unhandled-Exceptions,245
buggy_19.sol,Unhandled-Exceptions,201
buggy_19.sol,Unchecked-Send,121
buggy_20.sol,TOD,675
buggy_30.sol,Unhandled-Exceptions,656
buggy_43.sol,Unchecked-Send,104
buggy_28.sol,Unhandled-Exceptions,146
buggy_37.sol,Overflow-Underflow,140
buggy_1.sol,Unchecked-Send,97
buggy_38.sol,Unhandled-Exceptions,121
buggy_8.sol,Unchecked-Send,44
buggy_50.sol,Re-entrancy,284
buggy_17.sol,Overflow-Underflow,357
buggy_36.sol,TOD,676
buggy_6.sol,Unhandled-Exceptions,181
buggy_19.sol,Overflow-Underflow,308
buggy_12.sol,tx.origin,117
buggy_3.sol,Overflow-Underflow,230
buggy_5.sol,TOD,563
buggy_35.sol,Unhandled-Exceptions,206
buggy_42.sol,TOD,295
buggy_32.sol,Overflow-Underflow,90
buggy_22.sol,tx.origin,201
buggy_43.sol,Unchecked-Send,205
buggy_42.sol,Re-entrancy,168
buggy_3.sol,tx.origin,53
buggy_43.sol,tx.origin,41
buggy_34.sol,tx.origin,139
buggy_50.sol,Re-entrancy,369
buggy_2.sol,Unchecked-Send,30
buggy_6.sol,TOD,237
buggy_30.sol,TOD,1020
buggy_35.sol,Overflow-Underflow,435
buggy_4.sol,Re-entrancy,67
buggy_30.sol,TOD,1299
buggy_7.sol,Unchecked-Send,12
buggy_39.sol,Overflow-Underflow,39
buggy_3.sol,tx.origin,168
buggy_44.sol,TOD,35
buggy_12.sol,Re-entrancy,228
buggy_48.sol,tx.origin,78
buggy_30.sol,Unhandled-Exceptions,478
buggy_21.sol,Overflow-Underflow,478
buggy_12.sol,tx.origin,419
buggy_35.sol,Re-entrancy,580
buggy_41.sol,Re-entrancy,217
buggy_38.sol,TOD,348
buggy_22.sol,Timestamp-Dependency,9
buggy_24.sol,Unhandled-Exceptions,262
buggy_37.sol,Timestamp-Dependency,96
buggy_27.sol,TOD,109
buggy_8.sol,Re-entrancy,397
buggy_43.sol,TOD,368
buggy_50.sol,Unhandled-Exceptions,140
buggy_3.sol,Re-entrancy,135
buggy_5.sol,Re-entrancy,451
buggy_21.sol,tx.origin,417
buggy_2.sol,TOD,155
buggy_11.sol,Timestamp-Dependency,260
buggy_44.sol,Unhandled-Exceptions,313
buggy_29.sol,Unchecked-Send,155
buggy_22.sol,Timestamp-Dependency,98
buggy_17.sol,Unhandled-Exceptions,99
buggy_23.sol,tx.origin,429
buggy_20.sol,Unchecked-Send,157
buggy_47.sol,Timestamp-Dependency,97
buggy_45.sol,TOD,75
buggy_15.sol,Unhandled-Exceptions,176
buggy_26.sol,TOD,355
buggy_7.sol,Unhandled-Exceptions,186
buggy_12.sol,Timestamp-Dependency,332
buggy_44.sol,TOD,233
buggy_3.sol,Timestamp-Dependency,10
buggy_36.sol,Unchecked-Send,166
buggy_19.sol,tx.origin,132
buggy_22.sol,Re-entrancy,296
buggy_40.sol,Unchecked-Send,479
buggy_29.sol,TOD,187
buggy_43.sol,Re-entrancy,494
buggy_36.sol,tx.origin,70
buggy_26.sol,Timestamp-Dependency,257
buggy_5.sol,Timestamp-Dependency,281
buggy_31.sol,Unchecked-Send,119
buggy_48.sol,Overflow-Underflow,97
buggy_32.sol,Overflow-Underflow,200
buggy_36.sol,Unchecked-Send,59
buggy_16.sol,Unhandled-Exceptions,373
buggy_37.sol,TOD,723
buggy_47.sol,Unhandled-Exceptions,309
buggy_34.sol,Unhandled-Exceptions,572
buggy_28.sol,Unchecked-Send,247
buggy_40.sol,tx.origin,216
buggy_22.sol,Timestamp-Dependency,346
buggy_15.sol,TOD,353
buggy_40.sol,Timestamp-Dependency,434
buggy_47.sol,Overflow-Underflow,83
buggy_13.sol,Timestamp-Dependency,173
buggy_41.sol,Timestamp-Dependency,177
buggy_9.sol,Overflow-Underflow,260
buggy_35.sol,tx.origin,280
buggy_28.sol,Unhandled-Exceptions,54
buggy_50.sol,TOD,155
buggy_35.sol,Overflow-Underflow,515
buggy_2.sol,TOD,428
buggy_19.sol,Re-entrancy,346
buggy_44.sol,Unchecked-Send,329
buggy_18.sol,Unhandled-Exceptions,282
buggy_2.sol,Unchecked-Send,21
buggy_48.sol,Timestamp-Dependency,73
buggy_18.sol,TOD,235
buggy_17.sol,Unhandled-Exceptions,310
buggy_27.sol,Unhandled-Exceptions,464
buggy_2.sol,Re-entrancy,84
buggy_31.sol,tx.origin,230
buggy_40.sol,Unhandled-Exceptions,517
buggy_47.sol,Timestamp-Dependency,334
buggy_24.sol,Timestamp-Dependency,357
buggy_25.sol,Re-entrancy,126
buggy_30.sol,Overflow-Underflow,740
buggy_35.sol,Timestamp-Dependency,474
buggy_23.sol,TOD,466
buggy_17.sol,tx.origin,239
buggy_32.sol,TOD,336
buggy_35.sol,TOD,682
buggy_11.sol,Timestamp-Dependency,150
buggy_44.sol,Unchecked-Send,234
buggy_38.sol,tx.origin,110
buggy_50.sol,Timestamp-Dependency,154
buggy_14.sol,TOD,335
buggy_2.sol,Unchecked-Send,114
buggy_18.sol,Unchecked-Send,359
buggy_19.sol,TOD,277
buggy_6.sol,Re-entrancy,9
buggy_23.sol,Re-entrancy,323
buggy_14.sol,Timestamp-Dependency,220
buggy_6.sol,Timestamp-Dependency,183
buggy_38.sol,Overflow-Underflow,107
buggy_34.sol,Timestamp-Dependency,228
buggy_48.sol,TOD,412
buggy_30.sol,Re-entrancy,794
buggy_4.sol,Unchecked-Send,29
buggy_34.sol,tx.origin,458
buggy_12.sol,tx.origin,287
buggy_36.sol,tx.origin,212
buggy_39.sol,Unchecked-Send,23
buggy_26.sol,Unchecked-Send,159
buggy_5.sol,Unhandled-Exceptions,55
buggy_17.sol,Unhandled-Exceptions,108
buggy_24.sol,Re-entrancy,572
buggy_1.sol,TOD,179
buggy_37.sol,Re-entrancy,453
buggy_37.sol,Unhandled-Exceptions,50
buggy_47.sol,Timestamp-Dependency,120
buggy_19.sol,TOD,392
buggy_48.sol,Unhandled-Exceptions,55
buggy_34.sol,TOD,201
buggy_50.sol,TOD,488
buggy_42.sol,Unchecked-Send,83
buggy_13.sol,TOD,288
buggy_27.sol,Overflow-Underflow,293
buggy_21.sol,tx.origin,13
buggy_8.sol,Timestamp-Dependency,65
buggy_11.sol,Unchecked-Send,97
buggy_18.sol,Unhandled-Exceptions,589
buggy_26.sol,Re-entrancy,91
buggy_30.sol,Unchecked-Send,711
buggy_18.sol,Unhandled-Exceptions,79
buggy_28.sol,Unchecked-Send,69
buggy_11.sol,Unhandled-Exceptions,297
buggy_7.sol,Overflow-Underflow,311
buggy_32.sol,Overflow-Underflow,195
buggy_50.sol,Unchecked-Send,36
buggy_6.sol,TOD,527
buggy_30.sol,Re-entrancy,494
buggy_28.sol,Unhandled-Exceptions,132
buggy_5.sol,TOD,440
buggy_48.sol,Unchecked-Send,298
buggy_16.sol,Re-entrancy,228
buggy_34.sol,TOD,618
buggy_24.sol,Re-entrancy,328
buggy_18.sol,Timestamp-Dependency,482
buggy_11.sol,Timestamp-Dependency,75
buggy_16.sol,Unchecked-Send,90
buggy_49.sol,tx.origin,62
buggy_15.sol,Re-entrancy,190
buggy_14.sol,Overflow-Underflow,77
buggy_41.sol,Unhandled-Exceptions,78
buggy_38.sol,TOD,384
buggy_30.sol,Timestamp-Dependency,915
buggy_18.sol,TOD,133
buggy_43.sol,TOD,30
buggy_20.sol,Unchecked-Send,350
buggy_24.sol,Timestamp-Dependency,241
buggy_35.sol,Unhandled-Exceptions,220
buggy_6.sol,TOD,612
buggy_33.sol,Unhandled-Exceptions,164
buggy_24.sol,tx.origin,654
buggy_43.sol,Overflow-Underflow,244
buggy_19.sol,tx.origin,69
buggy_15.sol,Unchecked-Send,121
buggy_32.sol,Re-entrancy,85
buggy_36.sol,Re-entrancy,335
buggy_11.sol,Re-entrancy,275
buggy_30.sol,tx.origin,785
buggy_17.sol,Timestamp-Dependency,115
buggy_44.sol,Unhandled-Exceptions,23
buggy_44.sol,Overflow-Underflow,10
buggy_18.sol,Re-entrancy,260
buggy_5.sol,Unchecked-Send,8
buggy_24.sol,Re-entrancy,1003
buggy_47.sol,Unhandled-Exceptions,401
buggy_14.sol,Overflow-Underflow,224
buggy_47.sol,Re-entrancy,344
buggy_6.sol,TOD,219
buggy_28.sol,TOD,244
buggy_12.sol,TOD,117
buggy_27.sol,Overflow-Underflow,532
buggy_1.sol,Timestamp-Dependency,79
buggy_39.sol,Overflow-Underflow,49
buggy_27.sol,tx.origin,486
buggy_48.sol,TOD,104
buggy_12.sol,Re-entrancy,150
buggy_3.sol,Re-entrancy,8
buggy_14.sol,Timestamp-Dependency,170
buggy_30.sol,Unhandled-Exceptions,460
buggy_27.sol,Unchecked-Send,175
buggy_6.sol,Unhandled-Exceptions,125
buggy_9.sol,Unchecked-Send,299
buggy_38.sol,tx.origin,121
buggy_2.sol,Timestamp-Dependency,219
buggy_44.sol,Overflow-Underflow,487
buggy_26.sol,Re-entrancy,268
buggy_34.sol,Overflow-Underflow,219
buggy_11.sol,tx.origin,81
buggy_22.sol,tx.origin,17
buggy_26.sol,Unhandled-Exceptions,157
buggy_9.sol,Re-entrancy,159
buggy_47.sol,Timestamp-Dependency,234
buggy_47.sol,Overflow-Underflow,402
buggy_21.sol,Re-entrancy,237
buggy_5.sol,Re-entrancy,493
buggy_38.sol,Unhandled-Exceptions,132
buggy_4.sol,Unchecked-Send,42
buggy_27.sol,Timestamp-Dependency,172
buggy_48.sol,Re-entrancy,57
buggy_19.sol,Timestamp-Dependency,348
buggy_20.sol,Unchecked-Send,175
buggy_29.sol,Timestamp-Dependency,399
buggy_7.sol,Overflow-Underflow,329
buggy_22.sol,tx.origin,430
buggy_8.sol,Re-entrancy,350
buggy_9.sol,tx.origin,219
buggy_16.sol,Re-entrancy,86
buggy_36.sol,Timestamp-Dependency,454
buggy_36.sol,Unchecked-Send,176
buggy_40.sol,Re-entrancy,582
buggy_18.sol,tx.origin,478
buggy_18.sol,Re-entrancy,245
buggy_38.sol,Re-entrancy,241
buggy_32.sol,Unhandled-Exceptions,151
buggy_11.sol,TOD,579
buggy_6.sol,Unhandled-Exceptions,309
buggy_28.sol,tx.origin,121
buggy_17.sol,Unchecked-Send,241
buggy_42.sol,TOD,161
buggy_7.sol,Overflow-Underflow,302
buggy_13.sol,Overflow-Underflow,66
buggy_32.sol,Overflow-Underflow,218
buggy_22.sol,TOD,503
buggy_30.sol,Re-entrancy,469
buggy_12.sol,Re-entrancy,449
buggy_42.sol,Unchecked-Send,15
buggy_37.sol,Overflow-Underflow,171
buggy_38.sol,Overflow-Underflow,164
buggy_16.sol,Unhandled-Exceptions,347
buggy_38.sol,Re-entrancy,156
buggy_21.sol,Unchecked-Send,156
buggy_43.sol,Unhandled-Exceptions,269
buggy_26.sol,Re-entrancy,63
buggy_27.sol,Timestamp-Dependency,484
buggy_9.sol,Unchecked-Send,254
buggy_25.sol,tx.origin,81
buggy_28.sol,TOD,326
buggy_32.sol,tx.origin,58
buggy_5.sol,TOD,542
buggy_24.sol,Overflow-Underflow,487
buggy_42.sol,Overflow-Underflow,152
buggy_8.sol,Overflow-Underflow,305
buggy_8.sol,Unchecked-Send,230
buggy_44.sol,Unchecked-Send,359
buggy_16.sol,tx.origin,207
buggy_30.sol,tx.origin,806
buggy_1.sol,tx.origin,43
buggy_27.sol,Re-entrancy,202
buggy_34.sol,tx.origin,172
buggy_43.sol,Re-entrancy,160
buggy_13.sol,tx.origin,160
buggy_14.sol,Overflow-Underflow,233
buggy_16.sol,Overflow-Underflow,115
buggy_21.sol,Timestamp-Dependency,481
buggy_34.sol,Unhandled-Exceptions,619
buggy_28.sol,Unchecked-Send,132
buggy_37.sol,tx.origin,159
buggy_36.sol,Overflow-Underflow,305
buggy_40.sol,Timestamp-Dependency,287
buggy_21.sol,TOD,389
buggy_43.sol,Unchecked-Send,283
buggy_9.sol,TOD,345
buggy_43.sol,TOD,496
buggy_11.sol,Re-entrancy,335
buggy_6.sol,Timestamp-Dependency,46
buggy_32.sol,TOD,322
buggy_25.sol,TOD,13
buggy_13.sol,Re-entrancy,260
buggy_9.sol,Unchecked-Send,288
buggy_42.sol,tx.origin,183
buggy_6.sol,Unchecked-Send,86
buggy_15.sol,Timestamp-Dependency,68
buggy_48.sol,Re-entrancy,75
buggy_20.sol,Re-entrancy,73
buggy_24.sol,tx.origin,459
buggy_30.sol,Timestamp-Dependency,300
buggy_12.sol,TOD,687
buggy_19.sol,tx.origin,262
buggy_26.sol,TOD,483
buggy_16.sol,Timestamp-Dependency,158
buggy_33.sol,Re-entrancy,17
buggy_21.sol,tx.origin,442
buggy_48.sol,TOD,398
buggy_1.sol,Re-entrancy,201
buggy_4.sol,Unchecked-Send,35
buggy_18.sol,tx.origin,76
buggy_32.sol,Unhandled-Exceptions,57
buggy_20.sol,tx.origin,32
buggy_41.sol,Re-entrancy,151
buggy_26.sol,Unchecked-Send,177
buggy_12.sol,Overflow-Underflow,107
buggy_20.sol,Overflow-Underflow,53
buggy_6.sol,Overflow-Underflow,205
buggy_17.sol,Unhandled-Exceptions,126
buggy_20.sol,Unchecked-Send,160
buggy_24.sol,tx.origin,374
buggy_11.sol,tx.origin,189
buggy_44.sol,Timestamp-Dependency,283
buggy_11.sol,Unhandled-Exceptions,350
buggy_28.sol,Unhandled-Exceptions,281
buggy_15.sol,TOD,122
buggy_4.sol,TOD,140
buggy_2.sol,Re-entrancy,282
buggy_20.sol,Timestamp-Dependency,180
buggy_23.sol,Unchecked-Send,351
buggy_48.sol,Unhandled-Exceptions,69
buggy_9.sol,TOD,145
buggy_5.sol,Overflow-Underflow,399
buggy_17.sol,tx.origin,87
buggy_1.sol,Re-entrancy,108
buggy_43.sol,Timestamp-Dependency,56
buggy_44.sol,Re-entrancy,521
buggy_48.sol,tx.origin,291
buggy_1.sol,Unhandled-Exceptions,177
buggy_1.sol,Overflow-Underflow,81
buggy_13.sol,Re-entrancy,60
buggy_20.sol,Unchecked-Send,203
buggy_50.sol,Overflow-Underflow,163
buggy_47.sol,Overflow-Underflow,211
buggy_7.sol,tx.origin,202
buggy_8.sol,Overflow-Underflow,415
buggy_17.sol,TOD,303
buggy_23.sol,TOD,313
buggy_41.sol,Unchecked-Send,27
buggy_14.sol,tx.origin,142
buggy_49.sol,tx.origin,40
buggy_15.sol,Re-entrancy,168
buggy_9.sol,Unhandled-Exceptions,364
buggy_36.sol,Overflow-Underflow,419
buggy_32.sol,tx.origin,49
buggy_3.sol,TOD,22
buggy_26.sol,tx.origin,73
buggy_12.sol,Timestamp-Dependency,413
buggy_42.sol,Re-entrancy,148
buggy_43.sol,tx.origin,21
buggy_32.sol,Re-entrancy,67
buggy_23.sol,Overflow-Underflow,530
buggy_36.sol,Unhandled-Exceptions,208
buggy_34.sol,tx.origin,167
buggy_38.sol,Timestamp-Dependency,315
buggy_49.sol,Unhandled-Exceptions,22
buggy_43.sol,Re-entrancy,89
buggy_39.sol,TOD,47
buggy_16.sol,Unchecked-Send,143
buggy_9.sol,Unchecked-Send,146
buggy_12.sol,Overflow-Underflow,190
buggy_23.sol,Timestamp-Dependency,143
buggy_47.sol,tx.origin,210
buggy_44.sol,tx.origin,121
buggy_50.sol,Unchecked-Send,156
buggy_11.sol,Overflow-Underflow,67
buggy_48.sol,tx.origin,114
buggy_30.sol,Unhandled-Exceptions,498
buggy_43.sol,Unhandled-Exceptions,74
buggy_16.sol,tx.origin,297
buggy_39.sol,TOD,82
buggy_41.sol,Overflow-Underflow,49
buggy_44.sol,Unhandled-Exceptions,422
buggy_15.sol,Overflow-Underflow,93
buggy_35.sol,Unhandled-Exceptions,404
buggy_16.sol,TOD,744
buggy_47.sol,Overflow-Underflow,384
buggy_27.sol,TOD,587
buggy_8.sol,Unchecked-Send,295
buggy_12.sol,Timestamp-Dependency,197
buggy_17.sol,TOD,126
buggy_18.sol,Re-entrancy,578
buggy_21.sol,Re-entrancy,287
buggy_17.sol,Re-entrancy,214
buggy_4.sol,Unchecked-Send,56
buggy_12.sol,tx.origin,354
buggy_5.sol,Unchecked-Send,176
buggy_30.sol,TOD,340
buggy_39.sol,Unchecked-Send,60
buggy_26.sol,Unchecked-Send,186
buggy_36.sol,tx.origin,201
buggy_23.sol,Overflow-Underflow,348
buggy_22.sol,Timestamp-Dependency,78
buggy_22.sol,Unchecked-Send,312
buggy_20.sol,Re-entrancy,181
buggy_13.sol,Unhandled-Exceptions,252
buggy_37.sol,Timestamp-Dependency,163
buggy_1.sol,TOD,142
buggy_21.sol,Timestamp-Dependency,160
buggy_23.sol,TOD,643
buggy_45.sol,TOD,23
buggy_23.sol,Unchecked-Send,340
buggy_35.sol,Timestamp-Dependency,141
buggy_7.sol,TOD,504
buggy_27.sol,Re-entrancy,544
buggy_8.sol,Unhandled-Exceptions,99
buggy_11.sol,Unchecked-Send,122
buggy_13.sol,Re-entrancy,71
buggy_37.sol,Re-entrancy,371
buggy_28.sol,Unchecked-Send,120
buggy_9.sol,Overflow-Underflow,131
buggy_3.sol,TOD,132
buggy_21.sol,TOD,161
buggy_27.sol,TOD,817
buggy_42.sol,Overflow-Underflow,17
buggy_21.sol,TOD,679
buggy_10.sol,Unhandled-Exceptions,35
buggy_37.sol,TOD,307
buggy_21.sol,tx.origin,251
buggy_9.sol,TOD,575
buggy_25.sol,Overflow-Underflow,80
buggy_38.sol,tx.origin,282
buggy_16.sol,Overflow-Underflow,504
buggy_17.sol,Timestamp-Dependency,243
buggy_45.sol,Unchecked-Send,53
buggy_20.sol,TOD,93
buggy_29.sol,tx.origin,185
buggy_25.sol,tx.origin,71
buggy_19.sol,Unhandled-Exceptions,129
buggy_20.sol,Re-entrancy,365
buggy_21.sol,TOD,268
buggy_19.sol,TOD,633
buggy_28.sol,Overflow-Underflow,335
buggy_29.sol,Timestamp-Dependency,213
buggy_31.sol,tx.origin,273
buggy_25.sol,Unhandled-Exceptions,145
buggy_4.sol,Re-entrancy,241
buggy_33.sol,Unhandled-Exceptions,195
buggy_14.sol,Unchecked-Send,132
buggy_28.sol,Timestamp-Dependency,114
buggy_37.sol,TOD,150
buggy_17.sol,Timestamp-Dependency,86
buggy_11.sol,Timestamp-Dependency,29
buggy_18.sol,Re-entrancy,303
buggy_8.sol,TOD,119
buggy_14.sol,Re-entrancy,193
buggy_28.sol,Unchecked-Send,182
buggy_7.sol,Overflow-Underflow,102
buggy_48.sol,Timestamp-Dependency,181
buggy_19.sol,Timestamp-Dependency,115
buggy_26.sol,Timestamp-Dependency,93
buggy_48.sol,Unhandled-Exceptions,299
buggy_50.sol,Unchecked-Send,149
buggy_28.sol,Unhandled-Exceptions,117
buggy_3.sol,Unhandled-Exceptions,40
buggy_27.sol,Unchecked-Send,138
buggy_18.sol,tx.origin,197
buggy_34.sol,tx.origin,381
buggy_21.sol,Unhandled-Exceptions,447
buggy_38.sol,tx.origin,82
buggy_14.sol,Re-entrancy,358
buggy_37.sol,Re-entrancy,66
buggy_19.sol,Timestamp-Dependency,220
buggy_37.sol,Timestamp-Dependency,53
buggy_34.sol,Unhandled-Exceptions,152
buggy_46.sol,Unchecked-Send,69
buggy_11.sol,tx.origin,74
buggy_23.sol,TOD,529
buggy_15.sol,TOD,13
buggy_48.sol,Unchecked-Send,54
buggy_34.sol,TOD,342
buggy_43.sol,Overflow-Underflow,289
buggy_48.sol,tx.origin,150
buggy_5.sol,Re-entrancy,16
buggy_35.sol,TOD,745
buggy_4.sol,Unchecked-Send,49
buggy_44.sol,Unchecked-Send,45
buggy_18.sol,tx.origin,94
buggy_19.sol,Overflow-Underflow,58
buggy_46.sol,Overflow-Underflow,73
buggy_12.sol,Overflow-Underflow,121
buggy_6.sol,Overflow-Underflow,227
buggy_17.sol,Timestamp-Dependency,302
buggy_11.sol,Unhandled-Exceptions,174
buggy_37.sol,Timestamp-Dependency,168
buggy_20.sol,Unchecked-Send,178
buggy_37.sol,Unchecked-Send,62
buggy_18.sol,Unchecked-Send,292
buggy_34.sol,Unchecked-Send,156
buggy_35.sol,Unchecked-Send,216
buggy_12.sol,TOD,770
buggy_23.sol,Re-entrancy,156
buggy_12.sol,Timestamp-Dependency,353
buggy_5.sol,TOD,305
buggy_5.sol,Overflow-Underflow,381
buggy_24.sol,TOD,912
buggy_43.sol,Re-entrancy,387
buggy_43.sol,Timestamp-Dependency,78
buggy_24.sol,Unhandled-Exceptions,743
buggy_18.sol,Unhandled-Exceptions,529
buggy_2.sol,Timestamp-Dependency,10
buggy_47.sol,Re-entrancy,52
buggy_48.sol,Re-entrancy,131
buggy_47.sol,TOD,652
buggy_37.sol,Re-entrancy,394
buggy_47.sol,Unchecked-Send,159
buggy_28.sol,Unchecked-Send,97
buggy_20.sol,Timestamp-Dependency,265
buggy_29.sol,Re-entrancy,17
buggy_5.sol,Re-entrancy,350
buggy_1.sol,Unchecked-Send,47
buggy_22.sol,Re-entrancy,352
buggy_48.sol,TOD,326
buggy_38.sol,Timestamp-Dependency,324
buggy_12.sol,tx.origin,163
buggy_28.sol,Re-entrancy,379
buggy_41.sol,Unhandled-Exceptions,98
buggy_38.sol,TOD,92
buggy_25.sol,tx.origin,76
buggy_12.sol,Timestamp-Dependency,427
buggy_32.sol,Timestamp-Dependency,199
buggy_14.sol,Unchecked-Send,141
buggy_28.sol,Timestamp-Dependency,123
buggy_6.sol,Re-entrancy,278
buggy_44.sol,Unchecked-Send,282
buggy_18.sol,tx.origin,361
buggy_49.sol,Unchecked-Send,8
buggy_17.sol,Timestamp-Dependency,95
buggy_43.sol,Re-entrancy,75
buggy_45.sol,Unchecked-Send,81
buggy_5.sol,Unchecked-Send,84
buggy_11.sol,Unhandled-Exceptions,67
buggy_28.sol,TOD,272
buggy_37.sol,Timestamp-Dependency,391
buggy_34.sol,Re-entrancy,438
buggy_19.sol,Unhandled-Exceptions,347
buggy_19.sol,Re-entrancy,258
buggy_11.sol,Overflow-Underflow,81
buggy_21.sol,Re-entrancy,358
buggy_8.sol,Unhandled-Exceptions,135
buggy_5.sol,tx.origin,58
buggy_49.sol,TOD,156
buggy_34.sol,tx.origin,372
buggy_18.sol,Unhandled-Exceptions,322
buggy_16.sol,Overflow-Underflow,57
buggy_45.sol,Timestamp-Dependency,105
buggy_20.sol,Overflow-Underflow,437
buggy_24.sol,Unhandled-Exceptions,304
buggy_20.sol,Unchecked-Send,32
buggy_24.sol,Timestamp-Dependency,795
buggy_34.sol,Unhandled-Exceptions,147
buggy_18.sol,Unchecked-Send,330
buggy_47.sol,Timestamp-Dependency,134
buggy_50.sol,Overflow-Underflow,68
buggy_33.sol,Unchecked-Send,99
buggy_14.sol,Timestamp-Dependency,233
buggy_17.sol,tx.origin,215
buggy_36.sol,Re-entrancy,19
buggy_18.sol,Timestamp-Dependency,213
buggy_30.sol,tx.origin,501
buggy_38.sol,tx.origin,54
buggy_36.sol,tx.origin,187
buggy_37.sol,tx.origin,72
buggy_22.sol,Timestamp-Dependency,88
buggy_26.sol,Re-entrancy,205
buggy_18.sol,TOD,398
buggy_47.sol,Unchecked-Send,13
buggy_46.sol,Re-entrancy,149
buggy_44.sol,TOD,701
buggy_40.sol,Overflow-Underflow,228
buggy_34.sol,Timestamp-Dependency,542
buggy_9.sol,tx.origin,255
buggy_42.sol,Unchecked-Send,134
buggy_36.sol,Unchecked-Send,156
buggy_38.sol,Unhandled-Exceptions,197
buggy_31.sol,Re-entrancy,210
buggy_36.sol,Overflow-Underflow,551
buggy_22.sol,Overflow-Underflow,229
buggy_5.sol,Unchecked-Send,263
buggy_18.sol,tx.origin,516
buggy_30.sol,Timestamp-Dependency,739
buggy_15.sol,Re-entrancy,40
buggy_28.sol,Re-entrancy,393
buggy_27.sol,Unhandled-Exceptions,210
buggy_41.sol,Unhandled-Exceptions,208
buggy_8.sol,TOD,403
buggy_25.sol,Unhandled-Exceptions,266
buggy_25.sol,Timestamp-Dependency,74
buggy_19.sol,Unchecked-Send,58
buggy_30.sol,Re-entrancy,441
buggy_44.sol,TOD,216
buggy_43.sol,TOD,642
buggy_35.sol,tx.origin,253
buggy_18.sol,Re-entrancy,698
buggy_24.sol,TOD,1084
buggy_45.sol,tx.origin,253
buggy_48.sol,TOD,383
buggy_31.sol,Re-entrancy,189
buggy_32.sol,Re-entrancy,195
buggy_31.sol,Overflow-Underflow,201
buggy_44.sol,Overflow-Underflow,156
buggy_40.sol,Unhandled-Exceptions,444
buggy_47.sol,Unhandled-Exceptions,227
buggy_35.sol,TOD,436
buggy_19.sol,Unhandled-Exceptions,183
buggy_20.sol,Unchecked-Send,371
buggy_28.sol,Overflow-Underflow,349
buggy_34.sol,Unhandled-Exceptions,484
buggy_25.sol,Unchecked-Send,70
buggy_26.sol,tx.origin,100
buggy_32.sol,Timestamp-Dependency,222
buggy_7.sol,TOD,304
buggy_26.sol,TOD,253
buggy_32.sol,Re-entrancy,102
buggy_44.sol,TOD,327
buggy_8.sol,Unhandled-Exceptions,313
buggy_44.sol,Unhandled-Exceptions,32
buggy_24.sol,Re-entrancy,830
buggy_14.sol,Re-entrancy,223
buggy_24.sol,Timestamp-Dependency,695
buggy_18.sol,Unhandled-Exceptions,464
buggy_45.sol,Timestamp-Dependency,27
buggy_6.sol,Unchecked-Send,223
buggy_48.sol,Timestamp-Dependency,135
buggy_46.sol,tx.origin,72
buggy_19.sol,Timestamp-Dependency,69
buggy_40.sol,Overflow-Underflow,437
