Bug_Type,Contract,Line,Description
Re-entrancy,buggy_33.sol,27,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,158,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,287,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,40,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,297,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,168,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,178,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,309,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,57,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,189,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,325,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,197,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,213,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,229,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,101,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,110,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,246,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_33.sol,119,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,128,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,136,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,268,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,145,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,278,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,159,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,295,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,171,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,181,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,312,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,63,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,193,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,325,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,72,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,205,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,81,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,218,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,91,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,100,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,230,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,110,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,243,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_26.sol,255,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,261,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,391,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,520,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,269,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,535,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,414,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,32,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,163,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,550,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,40,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,297,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,430,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,308,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,181,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,55,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,321,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,73,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,333,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,212,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,473,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,90,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,221,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,350,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,228,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,101,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,365,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,494,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,237,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,506,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,123,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_20.sol,252,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,137,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,396,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,271,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,148,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,159,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,289,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,418,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,170,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,180,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,437,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,311,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,55,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,68,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,333,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,87,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,222,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,96,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,353,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,105,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,236,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,116,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,375,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,253,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_9.sol,125,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,130,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,265,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,142,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,282,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,156,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,169,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,299,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,181,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,316,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,193,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,72,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,331,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,208,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,81,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,341,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,94,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,223,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,358,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,103,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,239,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,118,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_14.sol,252,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,514,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,136,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,650,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,267,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,529,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,146,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,660,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,276,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,544,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,289,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,418,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,160,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,170,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,557,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,301,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,432,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,176,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,54,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,569,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,313,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,185,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,448,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,194,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,325,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,70,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,585,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,202,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,339,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,212,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,599,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,90,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,218,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,352,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,227,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,613,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,238,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,111,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,626,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,247,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,124,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,637,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_27.sol,255,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,96,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,34,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,135,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,74,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,45,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,111,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,18,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,85,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,58,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_39.sol,27,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,130,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,264,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,8,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,139,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,17,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,274,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,148,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,286,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,158,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,296,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,168,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,178,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,308,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,57,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,189,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,324,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,197,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,213,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,229,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,101,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,110,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,245,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_42.sol,119,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,225,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,260,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,135,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,104,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,331,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,172,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,270,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,251,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,210,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,189,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,120,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,315,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,285,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,158,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_31.sol,95,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,133,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,8,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,267,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,17,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,282,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,162,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,55,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,194,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,66,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,75,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,210,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,84,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,92,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,223,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,103,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,241,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_2.sol,252,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,260,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,132,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,271,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,149,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,284,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,162,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,40,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,299,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,177,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,56,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,189,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,67,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,326,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,202,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,77,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,86,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,215,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,354,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,229,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,111,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,369,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_50.sol,243,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,399,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,17,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,29,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,288,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,417,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,38,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,167,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,297,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,428,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,305,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,180,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,442,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,194,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,459,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,206,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,339,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,218,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,229,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_29.sol,378,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,100,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,37,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,71,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,8,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,17,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,86,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,55,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_10.sol,29,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,896,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,769,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,261,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,390,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,269,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,786,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,279,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,1048,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,925,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,285,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,804,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,550,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,422,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,294,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,1066,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,303,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,693,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,440,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,313,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,572,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,830,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,321,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,452,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,328,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,841,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,590,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,721,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,338,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,473,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,986,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,347,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,609,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,228,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,870,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,1003,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,237,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,752,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,626,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,243,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,372,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,252,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_24.sol,509,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,96,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,34,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,135,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,8,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,74,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,45,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,111,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,18,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,85,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,58,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_49.sol,27,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,259,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,518,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,9,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,395,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,16,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,277,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,534,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,408,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,153,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,29,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,672,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,163,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,554,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,173,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,46,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,438,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,182,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,315,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,701,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,192,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,580,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,455,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,199,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,332,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,209,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,722,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,470,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,603,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,348,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,219,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,482,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,226,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,235,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,373,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,630,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_34.sol,503,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,130,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,262,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,394,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,141,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,270,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,277,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,150,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,30,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,287,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,418,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,168,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,42,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,298,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,435,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,54,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,183,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,318,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,192,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,66,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,453,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,202,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,334,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,83,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,469,Ground truth vulnerability missed by LLM
Re-entrancy,buggy_37.sol,216,Ground truth vulnerability missed by LLM
