Bug_Type,Contract,Line,Description
Unhandled-Exceptions,buggy_32.sol,28,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_46.sol,24,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_46.sol,44,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_46.sol,14,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,65,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,35,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,5,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,41,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,53,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,23,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_33.sol,59,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,34,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,40,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,45,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,51,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,23,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,24,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,59,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_26.sol,29,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_20.sol,35,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_20.sol,37,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_20.sol,46,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_20.sol,50,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,32,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,35,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,14,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,18,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,21,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,24,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_9.sol,29,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,32,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,64,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,35,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,40,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,44,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,60,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,48,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,52,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,56,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,25,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_14.sol,28,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_31.sol,24,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_31.sol,14,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_50.sol,34,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_50.sol,74,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_10.sol,5,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_10.sol,16,LLM detected vulnerability not in ground truth
Unhandled-Exceptions,buggy_10.sol,21,LLM detected vulnerability not in ground truth
TOD,buggy_13.sol,35,LLM detected vulnerability not in ground truth
TOD,buggy_13.sol,39,LLM detected vulnerability not in ground truth
TOD,buggy_13.sol,19,LLM detected vulnerability not in ground truth
TOD,buggy_13.sol,23,LLM detected vulnerability not in ground truth
TOD,buggy_13.sol,27,LLM detected vulnerability not in ground truth
TOD,buggy_45.sol,143,LLM detected vulnerability not in ground truth
TOD,buggy_32.sol,182,LLM detected vulnerability not in ground truth
TOD,buggy_32.sol,134,LLM detected vulnerability not in ground truth
TOD,buggy_4.sol,33,LLM detected vulnerability not in ground truth
TOD,buggy_4.sol,21,LLM detected vulnerability not in ground truth
TOD,buggy_4.sol,15,LLM detected vulnerability not in ground truth
TOD,buggy_15.sol,36,LLM detected vulnerability not in ground truth
TOD,buggy_15.sol,23,LLM detected vulnerability not in ground truth
TOD,buggy_46.sol,24,LLM detected vulnerability not in ground truth
TOD,buggy_46.sol,34,LLM detected vulnerability not in ground truth
TOD,buggy_41.sol,21,LLM detected vulnerability not in ground truth
TOD,buggy_41.sol,13,LLM detected vulnerability not in ground truth
TOD,buggy_39.sol,21,LLM detected vulnerability not in ground truth
TOD,buggy_39.sol,14,LLM detected vulnerability not in ground truth
TOD,buggy_42.sol,34,LLM detected vulnerability not in ground truth
TOD,buggy_2.sol,144,LLM detected vulnerability not in ground truth
TOD,buggy_2.sol,172,LLM detected vulnerability not in ground truth
TOD,buggy_50.sol,143,LLM detected vulnerability not in ground truth
TOD,buggy_10.sol,4,LLM detected vulnerability not in ground truth
TOD,buggy_49.sol,24,LLM detected vulnerability not in ground truth
TOD,buggy_49.sol,11,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,36,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,37,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,43,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,11,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,16,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,17,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,26,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_1.sol,29,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,34,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,193,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,104,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,168,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,73,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,43,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,143,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,179,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,83,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,23,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,154,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,93,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_28.sol,63,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,2,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,15,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,17,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,18,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,19,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,20,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,21,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,22,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,23,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,24,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_3.sol,26,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_38.sol,33,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_38.sol,43,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_38.sol,76,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_38.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_38.sol,23,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_45.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_45.sol,71,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_45.sol,55,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_45.sol,125,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_45.sol,63,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,34,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,4,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,71,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,75,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,12,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,13,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,54,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,58,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_6.sol,62,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,34,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,12,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,16,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,25,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,61,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_7.sol,57,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,65,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,41,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,11,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,77,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,47,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,17,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,53,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,23,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_19.sol,29,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,4,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,103,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,10,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,74,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,44,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,80,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,115,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,86,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_15.sol,24,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,34,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,3,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,36,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,6,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,7,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,8,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,9,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,40,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,10,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,11,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_46.sol,17,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_41.sol,3,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_41.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_41.sol,36,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_41.sol,7,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_41.sol,37,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_41.sol,31,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_33.sol,33,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_33.sol,43,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_33.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_33.sol,48,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_33.sol,23,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,32,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,38,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,41,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,44,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,47,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,17,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,50,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,53,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,26,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_26.sol,29,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,32,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,34,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,36,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,38,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,40,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,16,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,18,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,20,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,22,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,24,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_9.sol,30,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,137,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,45,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,13,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,82,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,115,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,149,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,24,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,58,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_14.sol,126,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,36,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,44,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,15,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,18,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,16,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,52,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,20,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,55,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_39.sol,58,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_42.sol,44,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_42.sol,46,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_42.sol,25,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_31.sol,17,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_31.sol,12,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_31.sol,21,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_31.sol,25,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,34,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,3,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,38,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,12,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,15,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_2.sol,21,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_29.sol,38,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_29.sol,42,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_29.sol,47,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_29.sol,52,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_29.sol,57,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_29.sol,27,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,4,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,5,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,41,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,13,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_10.sol,20,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,35,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,72,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,43,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,45,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,14,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,18,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,54,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,24,LLM detected vulnerability not in ground truth
Overflow-Underflow,buggy_49.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,32,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,35,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,36,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,38,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,41,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,42,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,44,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,48,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,23,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,27,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,29,LLM detected vulnerability not in ground truth
tx.origin,buggy_5.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,58,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,38,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,74,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,46,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,16,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,50,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,26,LLM detected vulnerability not in ground truth
tx.origin,buggy_1.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,34,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,66,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,101,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,71,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,41,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,46,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,51,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,86,LLM detected vulnerability not in ground truth
tx.origin,buggy_28.sol,29,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,97,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,67,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,73,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,79,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_3.sol,91,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,6,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,70,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,80,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,50,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,25,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,90,LLM detected vulnerability not in ground truth
tx.origin,buggy_44.sol,60,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,17,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,25,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,29,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,37,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,41,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,49,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,65,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,69,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,77,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,85,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,93,LLM detected vulnerability not in ground truth
tx.origin,buggy_38.sol,101,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,66,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,36,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,41,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,10,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,76,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,46,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,26,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,61,LLM detected vulnerability not in ground truth
tx.origin,buggy_17.sol,31,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,35,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,37,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,41,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,17,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,19,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,23,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,27,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,29,LLM detected vulnerability not in ground truth
tx.origin,buggy_8.sol,31,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,42,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,48,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,54,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,57,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,63,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,66,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,72,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,75,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,78,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,81,LLM detected vulnerability not in ground truth
tx.origin,buggy_7.sol,84,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,128,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,14,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,20,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,26,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,68,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,98,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,104,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,110,LLM detected vulnerability not in ground truth
tx.origin,buggy_11.sol,116,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,18,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_25.sol,27,LLM detected vulnerability not in ground truth
