bug_id,contract,line,bug_type,approach
1259,buggy_7.sol,316,Re-entrancy,code snippet injection
1260,buggy_7.sol,307,Re-entrancy,code snippet injection
1261,buggy_7.sol,62,Re-entrancy,code snippet injection
1262,buggy_7.sol,51,Re-entrancy,code snippet injection
1263,buggy_7.sol,42,Re-entrancy,code snippet injection
1264,buggy_7.sol,36,Re-entrancy,code snippet injection
1265,buggy_7.sol,408,Re-entrancy,code snippet injection
1266,buggy_7.sol,392,Re-entrancy,code snippet injection
1267,buggy_7.sol,370,Re-entrancy,code snippet injection
1268,buggy_7.sol,352,Re-entrancy,code snippet injection
1269,buggy_7.sol,339,Re-entrancy,code snippet injection
1270,buggy_7.sol,278,Re-entrancy,code snippet injection
1271,buggy_7.sol,264,Re-entrancy,code snippet injection
1272,buggy_7.sol,251,Re-entrancy,code snippet injection
1273,buggy_7.sol,236,Re-entrancy,code snippet injection
1274,buggy_7.sol,221,Re-entrancy,code snippet injection
1275,buggy_7.sol,206,Re-entrancy,code snippet injection
1276,buggy_7.sol,192,Re-entrancy,code snippet injection
1277,buggy_7.sol,179,Re-entrancy,code snippet injection
1278,buggy_7.sol,165,Re-entrancy,code snippet injection
1279,buggy_7.sol,152,Re-entrancy,code snippet injection
1280,buggy_7.sol,139,Re-entrancy,code snippet injection
1281,buggy_7.sol,108,Re-entrancy,code snippet injection
1282,buggy_7.sol,95,Re-entrancy,code snippet injection
1283,buggy_7.sol,82,Re-entrancy,code snippet injection
1284,buggy_7.sol,297,Re-entrancy,code snippet injection
1285,buggy_7.sol,290,Re-entrancy,code snippet injection
1286,buggy_7.sol,26,Re-entrancy,code snippet injection
1287,buggy_7.sol,16,Re-entrancy,code snippet injection
1288,buggy_7.sol,9,Re-entrancy,code snippet injection
1289,buggy_8.sol,380,Re-entrancy,code snippet injection
1290,buggy_8.sol,158,Re-entrancy,code snippet injection
1291,buggy_8.sol,147,Re-entrancy,code snippet injection
1292,buggy_8.sol,134,Re-entrancy,code snippet injection
1293,buggy_8.sol,16,Re-entrancy,code snippet injection
1294,buggy_8.sol,493,Re-entrancy,code snippet injection
1295,buggy_8.sol,479,Re-entrancy,code snippet injection
1296,buggy_8.sol,465,Re-entrancy,code snippet injection
1297,buggy_8.sol,451,Re-entrancy,code snippet injection
1298,buggy_8.sol,435,Re-entrancy,code snippet injection
1299,buggy_8.sol,417,Re-entrancy,code snippet injection
1300,buggy_8.sol,397,Re-entrancy,code snippet injection
1301,buggy_8.sol,334,Re-entrancy,code snippet injection
1302,buggy_8.sol,308,Re-entrancy,code snippet injection
1303,buggy_8.sol,282,Re-entrancy,code snippet injection
1304,buggy_8.sol,259,Re-entrancy,code snippet injection
1305,buggy_8.sol,235,Re-entrancy,code snippet injection
1306,buggy_8.sol,212,Re-entrancy,code snippet injection
1307,buggy_8.sol,182,Re-entrancy,code snippet injection
1308,buggy_8.sol,63,Re-entrancy,code snippet injection
1309,buggy_8.sol,36,Re-entrancy,code snippet injection
1310,buggy_8.sol,369,Re-entrancy,code snippet injection
1311,buggy_8.sol,359,Re-entrancy,code snippet injection
1312,buggy_8.sol,350,Re-entrancy,code snippet injection
1313,buggy_8.sol,123,Re-entrancy,code snippet injection
1314,buggy_8.sol,114,Re-entrancy,code snippet injection
1315,buggy_8.sol,103,Re-entrancy,code snippet injection
1316,buggy_8.sol,95,Re-entrancy,code snippet injection
1317,buggy_8.sol,86,Re-entrancy,code snippet injection
1318,buggy_8.sol,76,Re-entrancy,code snippet injection
1319,buggy_8.sol,8,Re-entrancy,code snippet injection
1320,buggy_9.sol,180,Re-entrancy,code snippet injection
1321,buggy_9.sol,170,Re-entrancy,code snippet injection
1322,buggy_9.sol,159,Re-entrancy,code snippet injection
1323,buggy_9.sol,437,Re-entrancy,code snippet injection
1324,buggy_9.sol,418,Re-entrancy,code snippet injection
1325,buggy_9.sol,396,Re-entrancy,code snippet injection
1326,buggy_9.sol,375,Re-entrancy,code snippet injection
1327,buggy_9.sol,353,Re-entrancy,code snippet injection
1328,buggy_9.sol,333,Re-entrancy,code snippet injection
1329,buggy_9.sol,311,Re-entrancy,code snippet injection
1330,buggy_9.sol,289,Re-entrancy,code snippet injection
1331,buggy_9.sol,271,Re-entrancy,code snippet injection
1332,buggy_9.sol,253,Re-entrancy,code snippet injection
1333,buggy_9.sol,236,Re-entrancy,code snippet injection
1334,buggy_9.sol,222,Re-entrancy,code snippet injection
1335,buggy_9.sol,68,Re-entrancy,code snippet injection
1336,buggy_9.sol,148,Re-entrancy,code snippet injection
1337,buggy_9.sol,137,Re-entrancy,code snippet injection
1338,buggy_9.sol,125,Re-entrancy,code snippet injection
1339,buggy_9.sol,116,Re-entrancy,code snippet injection
1340,buggy_9.sol,105,Re-entrancy,code snippet injection
1341,buggy_9.sol,96,Re-entrancy,code snippet injection
1342,buggy_9.sol,87,Re-entrancy,code snippet injection
1343,buggy_9.sol,55,Re-entrancy,code snippet injection
1344,buggy_1.sol,81,Timestamp-Dependency,code snippet injection
1345,buggy_1.sol,79,Timestamp-Dependency,code snippet injection
1346,buggy_1.sol,182,Timestamp-Dependency,code snippet injection
1347,buggy_1.sol,177,Timestamp-Dependency,code snippet injection
1348,buggy_1.sol,170,Timestamp-Dependency,code snippet injection
1349,buggy_1.sol,163,Timestamp-Dependency,code snippet injection
1350,buggy_1.sol,146,Timestamp-Dependency,code snippet injection
1351,buggy_1.sol,133,Timestamp-Dependency,code snippet injection
1352,buggy_1.sol,74,Timestamp-Dependency,code snippet injection
1353,buggy_1.sol,60,Timestamp-Dependency,code snippet injection
1354,buggy_1.sol,49,Timestamp-Dependency,code snippet injection
1355,buggy_1.sol,33,Timestamp-Dependency,code snippet injection
1356,buggy_1.sol,22,Timestamp-Dependency,code snippet injection
1357,buggy_1.sol,115,Timestamp-Dependency,code snippet injection
1358,buggy_1.sol,110,Timestamp-Dependency,code snippet injection
1359,buggy_1.sol,105,Timestamp-Dependency,code snippet injection
1360,buggy_1.sol,93,Timestamp-Dependency,code snippet injection
1361,buggy_1.sol,87,Timestamp-Dependency,code snippet injection
1362,buggy_10.sol,27,Timestamp-Dependency,code snippet injection
1363,buggy_10.sol,25,Timestamp-Dependency,code snippet injection
1364,buggy_10.sol,23,Timestamp-Dependency,code snippet injection
1365,buggy_10.sol,63,Timestamp-Dependency,code snippet injection
1366,buggy_10.sol,58,Timestamp-Dependency,code snippet injection
1367,buggy_10.sol,50,Timestamp-Dependency,code snippet injection
1368,buggy_10.sol,37,Timestamp-Dependency,code snippet injection
1369,buggy_10.sol,12,Timestamp-Dependency,code snippet injection
1370,buggy_10.sol,8,Timestamp-Dependency,code snippet injection
1371,buggy_11.sol,104,Timestamp-Dependency,code snippet injection
1372,buggy_11.sol,77,Timestamp-Dependency,code snippet injection
1373,buggy_11.sol,75,Timestamp-Dependency,code snippet injection
1374,buggy_11.sol,120,Timestamp-Dependency,code snippet injection
1375,buggy_11.sol,341,Timestamp-Dependency,code snippet injection
1376,buggy_11.sol,330,Timestamp-Dependency,code snippet injection
1377,buggy_11.sol,317,Timestamp-Dependency,code snippet injection
1378,buggy_11.sol,299,Timestamp-Dependency,code snippet injection
1379,buggy_11.sol,287,Timestamp-Dependency,code snippet injection
1380,buggy_11.sol,260,Timestamp-Dependency,code snippet injection
1381,buggy_11.sol,240,Timestamp-Dependency,code snippet injection
1382,buggy_11.sol,218,Timestamp-Dependency,code snippet injection
1383,buggy_11.sol,205,Timestamp-Dependency,code snippet injection
1384,buggy_11.sol,188,Timestamp-Dependency,code snippet injection
1385,buggy_11.sol,135,Timestamp-Dependency,code snippet injection
1386,buggy_11.sol,125,Timestamp-Dependency,code snippet injection
1387,buggy_11.sol,110,Timestamp-Dependency,code snippet injection
1388,buggy_11.sol,84,Timestamp-Dependency,code snippet injection
1389,buggy_11.sol,65,Timestamp-Dependency,code snippet injection
1390,buggy_11.sol,60,Timestamp-Dependency,code snippet injection
1391,buggy_11.sol,50,Timestamp-Dependency,code snippet injection
1392,buggy_11.sol,40,Timestamp-Dependency,code snippet injection
1393,buggy_11.sol,35,Timestamp-Dependency,code snippet injection
1394,buggy_11.sol,29,Timestamp-Dependency,code snippet injection
1395,buggy_11.sol,170,Timestamp-Dependency,code snippet injection
1396,buggy_11.sol,166,Timestamp-Dependency,code snippet injection
1397,buggy_11.sol,158,Timestamp-Dependency,code snippet injection
1398,buggy_11.sol,154,Timestamp-Dependency,code snippet injection
1399,buggy_11.sol,150,Timestamp-Dependency,code snippet injection
1400,buggy_11.sol,145,Timestamp-Dependency,code snippet injection
1401,buggy_11.sol,99,Timestamp-Dependency,code snippet injection
1402,buggy_11.sol,93,Timestamp-Dependency,code snippet injection
1403,buggy_12.sol,152,Timestamp-Dependency,code snippet injection
1404,buggy_12.sol,128,Timestamp-Dependency,code snippet injection
1405,buggy_12.sol,121,Timestamp-Dependency,code snippet injection
1406,buggy_12.sol,439,Timestamp-Dependency,code snippet injection
1407,buggy_12.sol,287,Timestamp-Dependency,code snippet injection
1408,buggy_12.sol,465,Timestamp-Dependency,code snippet injection
1409,buggy_12.sol,453,Timestamp-Dependency,code snippet injection
1410,buggy_12.sol,444,Timestamp-Dependency,code snippet injection
1411,buggy_12.sol,427,Timestamp-Dependency,code snippet injection
1412,buggy_12.sol,413,Timestamp-Dependency,code snippet injection
1413,buggy_12.sol,405,Timestamp-Dependency,code snippet injection
1414,buggy_12.sol,392,Timestamp-Dependency,code snippet injection
1415,buggy_12.sol,383,Timestamp-Dependency,code snippet injection
1416,buggy_12.sol,369,Timestamp-Dependency,code snippet injection
1417,buggy_12.sol,361,Timestamp-Dependency,code snippet injection
1418,buggy_12.sol,353,Timestamp-Dependency,code snippet injection
1419,buggy_12.sol,343,Timestamp-Dependency,code snippet injection
1420,buggy_12.sol,332,Timestamp-Dependency,code snippet injection
1421,buggy_12.sol,273,Timestamp-Dependency,code snippet injection
1422,buggy_12.sol,246,Timestamp-Dependency,code snippet injection
1423,buggy_12.sol,233,Timestamp-Dependency,code snippet injection
1424,buggy_12.sol,197,Timestamp-Dependency,code snippet injection
1425,buggy_12.sol,152,Timestamp-Dependency,code snippet injection
1426,buggy_12.sol,146,Timestamp-Dependency,code snippet injection
1427,buggy_12.sol,142,Timestamp-Dependency,code snippet injection
1428,buggy_12.sol,135,Timestamp-Dependency,code snippet injection
1429,buggy_12.sol,121,Timestamp-Dependency,code snippet injection
1430,buggy_12.sol,117,Timestamp-Dependency,code snippet injection
1431,buggy_12.sol,113,Timestamp-Dependency,code snippet injection
1432,buggy_12.sol,108,Timestamp-Dependency,code snippet injection
1433,buggy_12.sol,104,Timestamp-Dependency,code snippet injection
1434,buggy_12.sol,98,Timestamp-Dependency,code snippet injection
1435,buggy_12.sol,316,Timestamp-Dependency,code snippet injection
1436,buggy_12.sol,310,Timestamp-Dependency,code snippet injection
1437,buggy_12.sol,301,Timestamp-Dependency,code snippet injection
1438,buggy_12.sol,297,Timestamp-Dependency,code snippet injection
1439,buggy_12.sol,292,Timestamp-Dependency,code snippet injection
1440,buggy_12.sol,257,Timestamp-Dependency,code snippet injection
1441,buggy_12.sol,165,Timestamp-Dependency,code snippet injection
1442,buggy_13.sol,68,Timestamp-Dependency,code snippet injection
1443,buggy_13.sol,64,Timestamp-Dependency,code snippet injection
1444,buggy_13.sol,60,Timestamp-Dependency,code snippet injection
1445,buggy_13.sol,234,Timestamp-Dependency,code snippet injection
1446,buggy_13.sol,215,Timestamp-Dependency,code snippet injection
1447,buggy_13.sol,197,Timestamp-Dependency,code snippet injection
1448,buggy_13.sol,173,Timestamp-Dependency,code snippet injection
1449,buggy_13.sol,153,Timestamp-Dependency,code snippet injection
1450,buggy_13.sol,134,Timestamp-Dependency,code snippet injection
1451,buggy_13.sol,112,Timestamp-Dependency,code snippet injection
1452,buggy_13.sol,86,Timestamp-Dependency,code snippet injection
1453,buggy_13.sol,48,Timestamp-Dependency,code snippet injection
1454,buggy_13.sol,42,Timestamp-Dependency,code snippet injection
1455,buggy_13.sol,30,Timestamp-Dependency,code snippet injection
1456,buggy_13.sol,24,Timestamp-Dependency,code snippet injection
1457,buggy_13.sol,19,Timestamp-Dependency,code snippet injection
1458,buggy_13.sol,13,Timestamp-Dependency,code snippet injection
1459,buggy_14.sol,295,Timestamp-Dependency,code snippet injection
1460,buggy_14.sol,277,Timestamp-Dependency,code snippet injection
1461,buggy_14.sol,269,Timestamp-Dependency,code snippet injection
1462,buggy_14.sol,261,Timestamp-Dependency,code snippet injection
1463,buggy_14.sol,253,Timestamp-Dependency,code snippet injection
1464,buggy_14.sol,233,Timestamp-Dependency,code snippet injection
1465,buggy_14.sol,220,Timestamp-Dependency,code snippet injection
1466,buggy_14.sol,207,Timestamp-Dependency,code snippet injection
1467,buggy_14.sol,195,Timestamp-Dependency,code snippet injection
1468,buggy_14.sol,179,Timestamp-Dependency,code snippet injection
1469,buggy_14.sol,170,Timestamp-Dependency,code snippet injection
1470,buggy_14.sol,157,Timestamp-Dependency,code snippet injection
1471,buggy_14.sol,147,Timestamp-Dependency,code snippet injection
1472,buggy_14.sol,132,Timestamp-Dependency,code snippet injection
1473,buggy_14.sol,123,Timestamp-Dependency,code snippet injection
1474,buggy_14.sol,115,Timestamp-Dependency,code snippet injection
1475,buggy_14.sol,281,Timestamp-Dependency,code snippet injection
1476,buggy_14.sol,241,Timestamp-Dependency,code snippet injection
1477,buggy_14.sol,100,Timestamp-Dependency,code snippet injection
1478,buggy_14.sol,95,Timestamp-Dependency,code snippet injection
1479,buggy_14.sol,82,Timestamp-Dependency,code snippet injection
1480,buggy_14.sol,72,Timestamp-Dependency,code snippet injection
1481,buggy_15.sol,68,Timestamp-Dependency,code snippet injection
1482,buggy_15.sol,64,Timestamp-Dependency,code snippet injection
1483,buggy_15.sol,60,Timestamp-Dependency,code snippet injection
1484,buggy_15.sol,234,Timestamp-Dependency,code snippet injection
1485,buggy_15.sol,215,Timestamp-Dependency,code snippet injection
1486,buggy_15.sol,197,Timestamp-Dependency,code snippet injection
1487,buggy_15.sol,173,Timestamp-Dependency,code snippet injection
1488,buggy_15.sol,153,Timestamp-Dependency,code snippet injection
1489,buggy_15.sol,134,Timestamp-Dependency,code snippet injection
1490,buggy_15.sol,112,Timestamp-Dependency,code snippet injection
1491,buggy_15.sol,86,Timestamp-Dependency,code snippet injection
1492,buggy_15.sol,48,Timestamp-Dependency,code snippet injection
1493,buggy_15.sol,42,Timestamp-Dependency,code snippet injection
1494,buggy_15.sol,30,Timestamp-Dependency,code snippet injection
1495,buggy_15.sol,24,Timestamp-Dependency,code snippet injection
1496,buggy_15.sol,19,Timestamp-Dependency,code snippet injection
1497,buggy_15.sol,13,Timestamp-Dependency,code snippet injection
1498,buggy_16.sol,457,Timestamp-Dependency,code snippet injection
1499,buggy_16.sol,455,Timestamp-Dependency,code snippet injection
1500,buggy_16.sol,453,Timestamp-Dependency,code snippet injection
1501,buggy_16.sol,105,Timestamp-Dependency,code snippet injection
1502,buggy_16.sol,89,Timestamp-Dependency,code snippet injection
1503,buggy_16.sol,85,Timestamp-Dependency,code snippet injection
1504,buggy_16.sol,447,Timestamp-Dependency,code snippet injection
1505,buggy_16.sol,436,Timestamp-Dependency,code snippet injection
1506,buggy_16.sol,426,Timestamp-Dependency,code snippet injection
1507,buggy_16.sol,409,Timestamp-Dependency,code snippet injection
1508,buggy_16.sol,399,Timestamp-Dependency,code snippet injection
1509,buggy_16.sol,384,Timestamp-Dependency,code snippet injection
1510,buggy_16.sol,375,Timestamp-Dependency,code snippet injection
1511,buggy_16.sol,350,Timestamp-Dependency,code snippet injection
1512,buggy_16.sol,339,Timestamp-Dependency,code snippet injection
1513,buggy_16.sol,330,Timestamp-Dependency,code snippet injection
1514,buggy_16.sol,321,Timestamp-Dependency,code snippet injection
1515,buggy_16.sol,302,Timestamp-Dependency,code snippet injection
1516,buggy_16.sol,288,Timestamp-Dependency,code snippet injection
1517,buggy_16.sol,280,Timestamp-Dependency,code snippet injection
1518,buggy_16.sol,262,Timestamp-Dependency,code snippet injection
1519,buggy_16.sol,238,Timestamp-Dependency,code snippet injection
1520,buggy_16.sol,230,Timestamp-Dependency,code snippet injection
1521,buggy_16.sol,220,Timestamp-Dependency,code snippet injection
1522,buggy_16.sol,213,Timestamp-Dependency,code snippet injection
1523,buggy_16.sol,138,Timestamp-Dependency,code snippet injection
1524,buggy_16.sol,115,Timestamp-Dependency,code snippet injection
1525,buggy_16.sol,81,Timestamp-Dependency,code snippet injection
1526,buggy_16.sol,77,Timestamp-Dependency,code snippet injection
1527,buggy_16.sol,72,Timestamp-Dependency,code snippet injection
1528,buggy_16.sol,68,Timestamp-Dependency,code snippet injection
1529,buggy_16.sol,62,Timestamp-Dependency,code snippet injection
1530,buggy_16.sol,52,Timestamp-Dependency,code snippet injection
1531,buggy_16.sol,195,Timestamp-Dependency,code snippet injection
1532,buggy_16.sol,189,Timestamp-Dependency,code snippet injection
1533,buggy_16.sol,184,Timestamp-Dependency,code snippet injection
1534,buggy_16.sol,179,Timestamp-Dependency,code snippet injection
1535,buggy_16.sol,169,Timestamp-Dependency,code snippet injection
1536,buggy_16.sol,163,Timestamp-Dependency,code snippet injection
1537,buggy_16.sol,158,Timestamp-Dependency,code snippet injection
1538,buggy_16.sol,148,Timestamp-Dependency,code snippet injection
1539,buggy_16.sol,95,Timestamp-Dependency,code snippet injection
1540,buggy_17.sol,121,Timestamp-Dependency,code snippet injection
1541,buggy_17.sol,118,Timestamp-Dependency,code snippet injection
1542,buggy_17.sol,115,Timestamp-Dependency,code snippet injection
1543,buggy_17.sol,67,Timestamp-Dependency,code snippet injection
1544,buggy_17.sol,348,Timestamp-Dependency,code snippet injection
1545,buggy_17.sol,341,Timestamp-Dependency,code snippet injection
1546,buggy_17.sol,328,Timestamp-Dependency,code snippet injection
1547,buggy_17.sol,315,Timestamp-Dependency,code snippet injection
1548,buggy_17.sol,302,Timestamp-Dependency,code snippet injection
1549,buggy_17.sol,285,Timestamp-Dependency,code snippet injection
1550,buggy_17.sol,196,Timestamp-Dependency,code snippet injection
1551,buggy_17.sol,178,Timestamp-Dependency,code snippet injection
1552,buggy_17.sol,166,Timestamp-Dependency,code snippet injection
1553,buggy_17.sol,150,Timestamp-Dependency,code snippet injection
1554,buggy_17.sol,141,Timestamp-Dependency,code snippet injection
1555,buggy_17.sol,130,Timestamp-Dependency,code snippet injection
1556,buggy_17.sol,72,Timestamp-Dependency,code snippet injection
1557,buggy_17.sol,57,Timestamp-Dependency,code snippet injection
1558,buggy_17.sol,256,Timestamp-Dependency,code snippet injection
1559,buggy_17.sol,243,Timestamp-Dependency,code snippet injection
1560,buggy_17.sol,233,Timestamp-Dependency,code snippet injection
1561,buggy_17.sol,222,Timestamp-Dependency,code snippet injection
1562,buggy_17.sol,217,Timestamp-Dependency,code snippet injection
1563,buggy_17.sol,211,Timestamp-Dependency,code snippet injection
1564,buggy_17.sol,110,Timestamp-Dependency,code snippet injection
1565,buggy_17.sol,106,Timestamp-Dependency,code snippet injection
1566,buggy_17.sol,99,Timestamp-Dependency,code snippet injection
1567,buggy_17.sol,95,Timestamp-Dependency,code snippet injection
1568,buggy_17.sol,91,Timestamp-Dependency,code snippet injection
1569,buggy_17.sol,86,Timestamp-Dependency,code snippet injection
1570,buggy_17.sol,49,Timestamp-Dependency,code snippet injection
1571,buggy_18.sol,258,Timestamp-Dependency,code snippet injection
1572,buggy_18.sol,126,Timestamp-Dependency,code snippet injection
1573,buggy_18.sol,97,Timestamp-Dependency,code snippet injection
1574,buggy_18.sol,92,Timestamp-Dependency,code snippet injection
1575,buggy_18.sol,142,Timestamp-Dependency,code snippet injection
1576,buggy_18.sol,621,Timestamp-Dependency,code snippet injection
1577,buggy_18.sol,608,Timestamp-Dependency,code snippet injection
1578,buggy_18.sol,595,Timestamp-Dependency,code snippet injection
1579,buggy_18.sol,579,Timestamp-Dependency,code snippet injection
1580,buggy_18.sol,561,Timestamp-Dependency,code snippet injection
1581,buggy_18.sol,534,Timestamp-Dependency,code snippet injection
1582,buggy_18.sol,510,Timestamp-Dependency,code snippet injection
1583,buggy_18.sol,482,Timestamp-Dependency,code snippet injection
1584,buggy_18.sol,465,Timestamp-Dependency,code snippet injection
1585,buggy_18.sol,453,Timestamp-Dependency,code snippet injection
1586,buggy_18.sol,442,Timestamp-Dependency,code snippet injection
1587,buggy_18.sol,431,Timestamp-Dependency,code snippet injection
1588,buggy_18.sol,418,Timestamp-Dependency,code snippet injection
1589,buggy_18.sol,405,Timestamp-Dependency,code snippet injection
1590,buggy_18.sol,396,Timestamp-Dependency,code snippet injection
1591,buggy_18.sol,382,Timestamp-Dependency,code snippet injection
1592,buggy_18.sol,341,Timestamp-Dependency,code snippet injection
1593,buggy_18.sol,316,Timestamp-Dependency,code snippet injection
1594,buggy_18.sol,286,Timestamp-Dependency,code snippet injection
1595,buggy_18.sol,157,Timestamp-Dependency,code snippet injection
1596,buggy_18.sol,147,Timestamp-Dependency,code snippet injection
1597,buggy_18.sol,132,Timestamp-Dependency,code snippet injection
1598,buggy_18.sol,111,Timestamp-Dependency,code snippet injection
1599,buggy_18.sol,92,Timestamp-Dependency,code snippet injection
1600,buggy_18.sol,87,Timestamp-Dependency,code snippet injection
1601,buggy_18.sol,83,Timestamp-Dependency,code snippet injection
1602,buggy_18.sol,77,Timestamp-Dependency,code snippet injection
1603,buggy_18.sol,67,Timestamp-Dependency,code snippet injection
1604,buggy_18.sol,62,Timestamp-Dependency,code snippet injection
1605,buggy_18.sol,252,Timestamp-Dependency,code snippet injection
1606,buggy_18.sol,248,Timestamp-Dependency,code snippet injection
1607,buggy_18.sol,243,Timestamp-Dependency,code snippet injection
1608,buggy_18.sol,233,Timestamp-Dependency,code snippet injection
1609,buggy_18.sol,227,Timestamp-Dependency,code snippet injection
1610,buggy_18.sol,223,Timestamp-Dependency,code snippet injection
1611,buggy_18.sol,213,Timestamp-Dependency,code snippet injection
1612,buggy_18.sol,203,Timestamp-Dependency,code snippet injection
1613,buggy_18.sol,198,Timestamp-Dependency,code snippet injection
1614,buggy_18.sol,194,Timestamp-Dependency,code snippet injection
1615,buggy_18.sol,189,Timestamp-Dependency,code snippet injection
1616,buggy_19.sol,80,Timestamp-Dependency,code snippet injection
1617,buggy_19.sol,354,Timestamp-Dependency,code snippet injection
1618,buggy_19.sol,348,Timestamp-Dependency,code snippet injection
1619,buggy_19.sol,342,Timestamp-Dependency,code snippet injection
1620,buggy_19.sol,336,Timestamp-Dependency,code snippet injection
1621,buggy_19.sol,328,Timestamp-Dependency,code snippet injection
1622,buggy_19.sol,318,Timestamp-Dependency,code snippet injection
1623,buggy_19.sol,308,Timestamp-Dependency,code snippet injection
1624,buggy_19.sol,300,Timestamp-Dependency,code snippet injection
1625,buggy_19.sol,286,Timestamp-Dependency,code snippet injection
1626,buggy_19.sol,276,Timestamp-Dependency,code snippet injection
1627,buggy_19.sol,262,Timestamp-Dependency,code snippet injection
1628,buggy_19.sol,252,Timestamp-Dependency,code snippet injection
1629,buggy_19.sol,238,Timestamp-Dependency,code snippet injection
1630,buggy_19.sol,229,Timestamp-Dependency,code snippet injection
1631,buggy_19.sol,220,Timestamp-Dependency,code snippet injection
1632,buggy_19.sol,210,Timestamp-Dependency,code snippet injection
1633,buggy_19.sol,200,Timestamp-Dependency,code snippet injection
1634,buggy_19.sol,186,Timestamp-Dependency,code snippet injection
1635,buggy_19.sol,177,Timestamp-Dependency,code snippet injection
1636,buggy_19.sol,163,Timestamp-Dependency,code snippet injection
1637,buggy_19.sol,144,Timestamp-Dependency,code snippet injection
1638,buggy_19.sol,132,Timestamp-Dependency,code snippet injection
1639,buggy_19.sol,115,Timestamp-Dependency,code snippet injection
1640,buggy_19.sol,107,Timestamp-Dependency,code snippet injection
1641,buggy_19.sol,99,Timestamp-Dependency,code snippet injection
1642,buggy_19.sol,89,Timestamp-Dependency,code snippet injection
1643,buggy_19.sol,69,Timestamp-Dependency,code snippet injection
1644,buggy_19.sol,58,Timestamp-Dependency,code snippet injection
1645,buggy_2.sol,12,Timestamp-Dependency,code snippet injection
1646,buggy_2.sol,10,Timestamp-Dependency,code snippet injection
1647,buggy_2.sol,8,Timestamp-Dependency,code snippet injection
1648,buggy_2.sol,219,Timestamp-Dependency,code snippet injection
1649,buggy_2.sol,213,Timestamp-Dependency,code snippet injection
1650,buggy_2.sol,203,Timestamp-Dependency,code snippet injection
1651,buggy_2.sol,192,Timestamp-Dependency,code snippet injection
1652,buggy_2.sol,177,Timestamp-Dependency,code snippet injection
1653,buggy_2.sol,167,Timestamp-Dependency,code snippet injection
1654,buggy_2.sol,150,Timestamp-Dependency,code snippet injection
1655,buggy_2.sol,121,Timestamp-Dependency,code snippet injection
1656,buggy_2.sol,91,Timestamp-Dependency,code snippet injection
1657,buggy_2.sol,64,Timestamp-Dependency,code snippet injection
1658,buggy_2.sol,52,Timestamp-Dependency,code snippet injection
1659,buggy_2.sol,47,Timestamp-Dependency,code snippet injection
1660,buggy_2.sol,42,Timestamp-Dependency,code snippet injection
1661,buggy_2.sol,36,Timestamp-Dependency,code snippet injection
1662,buggy_2.sol,30,Timestamp-Dependency,code snippet injection
1663,buggy_2.sol,20,Timestamp-Dependency,code snippet injection
1664,buggy_2.sol,15,Timestamp-Dependency,code snippet injection
1665,buggy_20.sol,204,Timestamp-Dependency,code snippet injection
1666,buggy_20.sol,202,Timestamp-Dependency,code snippet injection
1667,buggy_20.sol,200,Timestamp-Dependency,code snippet injection
1668,buggy_20.sol,77,Timestamp-Dependency,code snippet injection
1669,buggy_20.sol,37,Timestamp-Dependency,code snippet injection
1670,buggy_20.sol,448,Timestamp-Dependency,code snippet injection
1671,buggy_20.sol,433,Timestamp-Dependency,code snippet injection
1672,buggy_20.sol,421,Timestamp-Dependency,code snippet injection
1673,buggy_20.sol,410,Timestamp-Dependency,code snippet injection
1674,buggy_20.sol,397,Timestamp-Dependency,code snippet injection
1675,buggy_20.sol,341,Timestamp-Dependency,code snippet injection
1676,buggy_20.sol,324,Timestamp-Dependency,code snippet injection
1677,buggy_20.sol,304,Timestamp-Dependency,code snippet injection
1678,buggy_20.sol,277,Timestamp-Dependency,code snippet injection
1679,buggy_20.sol,265,Timestamp-Dependency,code snippet injection
1680,buggy_20.sol,252,Timestamp-Dependency,code snippet injection
1681,buggy_20.sol,243,Timestamp-Dependency,code snippet injection
1682,buggy_20.sol,235,Timestamp-Dependency,code snippet injection
1683,buggy_20.sol,224,Timestamp-Dependency,code snippet injection
1684,buggy_20.sol,149,Timestamp-Dependency,code snippet injection
1685,buggy_20.sol,131,Timestamp-Dependency,code snippet injection
1686,buggy_20.sol,90,Timestamp-Dependency,code snippet injection
1687,buggy_20.sol,58,Timestamp-Dependency,code snippet injection
1688,buggy_20.sol,43,Timestamp-Dependency,code snippet injection
1689,buggy_20.sol,381,Timestamp-Dependency,code snippet injection
1690,buggy_20.sol,190,Timestamp-Dependency,code snippet injection
1691,buggy_20.sol,184,Timestamp-Dependency,code snippet injection
1692,buggy_20.sol,180,Timestamp-Dependency,code snippet injection
1693,buggy_20.sol,176,Timestamp-Dependency,code snippet injection
1694,buggy_20.sol,71,Timestamp-Dependency,code snippet injection
1695,buggy_20.sol,32,Timestamp-Dependency,code snippet injection
1696,buggy_21.sol,62,Timestamp-Dependency,code snippet injection
1697,buggy_21.sol,181,Timestamp-Dependency,code snippet injection
1698,buggy_21.sol,481,Timestamp-Dependency,code snippet injection
1699,buggy_21.sol,476,Timestamp-Dependency,code snippet injection
1700,buggy_21.sol,470,Timestamp-Dependency,code snippet injection
1701,buggy_21.sol,454,Timestamp-Dependency,code snippet injection
1702,buggy_21.sol,302,Timestamp-Dependency,code snippet injection
